date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-02-04 00:00:00,7.8,3.4,9.7,0.3,,,16.4,41,1023.3,12
2025-02-05 00:00:00,5.9,2.5,9.5,0.2,,,8.4,26,1037.6,120
2025-02-06 00:00:00,4.4,0.9,8.5,0.3,,,11.3,40,1041.9,280
2025-02-07 00:00:00,3.4,2.6,4.2,0,,,18,44,1025.4,6
2025-02-08 00:00:00,4.8,3.5,6.1,2.1,,,10.4,32,1018.2,9
2025-02-09 00:00:00,3.9,0.4,6.2,2.2,,,10.6,37,1027.6,30
2025-02-10 00:00:00,3.8,2.6,4.5,2,,,16.1,41,1024.1,9
2025-02-11 00:00:00,3.8,3.2,4.7,0,,,6.8,23,1018.8,2
2025-02-12 00:00:00,4.6,3.7,5.7,0,,,6.9,18,1019.7,8
2025-02-13 00:00:00,4.1,3.2,4.6,0,,,9.5,28,1023.5,18
2025-02-14 00:00:00,3.3,0.5,6.4,0,,,16.1,37,1024.9,132
2025-02-15 00:00:00,4.1,2.5,6.2,0,,,14,28,1020.2,12
2025-02-16 00:00:00,2.8,0.2,5.6,0,,,14.5,36,1020.5,46
2025-02-17 00:00:00,2.2,-0.8,6.7,0,,,13.6,33,1022.2,238
2025-02-18 00:00:00,3.2,-0.1,8.1,0,,,14.5,35,1020.4,242
2025-02-19 00:00:00,4.9,0.7,8.7,0,,,12.1,25,1016,23
2025-02-20 00:00:00,11.3,8.2,12.7,2.1,,,20.4,46,1014.3,8
2025-02-21 00:00:00,12.7,11,14.7,3.6,,,21.6,53,1009.9,31
2025-02-22 00:00:00,10.6,7.5,13.2,4.5,,,14.1,35,1013.2,130
2025-02-23 00:00:00,9.4,6.6,11.2,0.4,,,22.8,67,1019.7,31
2025-02-24 00:00:00,10.6,8.1,14.9,12.6,,,19.6,47,1011.6,159
2025-02-25 00:00:00,8.4,5.1,11.7,1.4,,,12.3,35,1013.9,165
2025-02-26 00:00:00,5.6,3.1,9.2,4.6,,,15.4,56,1013.5,45
2025-02-27 00:00:00,6.4,3.2,10.6,0,,,12.7,35,1019.8,196
2025-02-28 00:00:00,4.8,0.2,10.4,0,,,5.3,24,1029.2,398
2025-03-01 00:00:00,4.2,-0.8,10.5,0.2,,,5,22,1034.5,363
2025-03-02 00:00:00,4.8,-1.4,10.4,0,,,3.9,19,1034.4,459
2025-03-03 00:00:00,5.2,-1.5,12.7,0,,,4.9,16,1029.8,464
2025-03-04 00:00:00,5.8,-1.1,13.5,0,,,7.1,26,1026.3,507
2025-03-05 00:00:00,6.3,0.4,14.1,0,,,8.7,27,1022.1,467
2025-03-06 00:00:00,9.2,1.4,17.4,0,,,10.9,35,1014.3,316
2025-03-07 00:00:00,12.1,7.2,16.9,0,,,12.9,36,1011.6,169
2025-03-08 00:00:00,12.1,7.7,17.1,0,,,11.7,31,1007.9,265
2025-03-09 00:00:00,12.2,7.7,17.9,0,,,11.5,34,1002.8,358
2025-03-10 00:00:00,10.1,7.5,12.7,0.2,,,11.7,40,1003.6,2
2025-03-11 00:00:00,7,5.2,8.5,0,,,13.4,37,1007.7,24
2025-03-12 00:00:00,5.6,3.5,9.4,1.2,,,9.6,22.2,1003.6,111
2025-03-13 00:00:00,4.5,1.7,8.7,0.8,,,9.3,25.9,1004.2,60
2025-03-14 00:00:00,4.2,-1.1,9,,,,8.9,24.1,1011.5,59
2025-03-15 00:00:00,4.9,1.2,8.9,,,,13,27.8,1021.8,80
2025-03-16 00:00:00,4.7,-0.7,8.9,,,,12.6,27.8,1025.3,198
2025-03-17 00:00:00,6.3,4.1,8.1,,,,14.2,29.6,1028,194
2025-03-18 00:00:00,6.1,1.9,11,,,,15.3,31.5,1023.9,312
2025-03-19 00:00:00,8.9,0.6,17.2,,,,7.3,29.6,1020.8,242
2025-03-20 00:00:00,13.4,7.4,20.1,,,,8.3,30,1018.9,228
2025-03-21 00:00:00,13.4,9.7,18.5,0.8,,,17.1,42,1006.9,103
2025-03-22 00:00:00,13.2,10.9,16.7,0,,,10.6,29,999.9,5
2025-03-23 00:00:00,10.7,8.5,13.3,2.2,,,8.8,32,1003.8,0
2025-03-24 00:00:00,9.2,7,13.7,0,,,9.9,33,1017.7,192
2025-03-25 00:00:00,9.8,3.7,15.2,0,,,9.4,26,1022.4,79
2025-03-26 00:00:00,12.7,8.5,17.6,0,,,6.9,24,1024.9,296
2025-03-27 00:00:00,9.3,4.7,12.5,0,,,13.5,33,1020.6,239
2025-03-28 00:00:00,10.8,6.7,15.7,0,,,17.8,41,1013.1,170
2025-03-29 00:00:00,8.9,2.7,14.7,0.5,,,16.3,42,1020.8,427
2025-03-30 00:00:00,12.7,9.7,17.8,0,,,17.7,47,1020.9,472
2025-03-31 00:00:00,10.6,4.7,17.5,0,,,8.9,34,1028.3,423
2025-04-01 00:00:00,9.7,4.9,14.6,0,,,18.2,52,1025.9,485
2025-04-02 00:00:00,11.4,6.6,17.1,0,,,19.2,55,1021.5,477
2025-04-03 00:00:00,13.4,9.1,18.7,0,,,16.8,44,1019.1,353
2025-04-04 00:00:00,15.3,9.9,21.5,0,,,14.8,43,1018.7,278
2025-04-05 00:00:00,11.7,6.1,18.6,0,,,18.5,44,1020.1,532
2025-04-06 00:00:00,10,5,16.4,0,,,15.1,37,1023.3,561
2025-04-07 00:00:00,9.4,3.9,16,0,,,12.1,30,1026,565
2025-04-08 00:00:00,9.7,3.6,17.2,0,,,9.5,30,1027.1,407
2025-04-09 00:00:00,9,3.5,14.8,0,,,12.7,36,1029,504
2025-04-10 00:00:00,10.3,4.6,16.4,0,,,7.8,24,1030.7,385
2025-04-11 00:00:00,13.8,5,23.1,0,,,6.4,26,1022,598
2025-04-12 00:00:00,15.4,8,23.4,0,,,11.6,42,1007,361
2025-04-13 00:00:00,12.7,10.4,19.9,0,,,16,43,1003.3,147
2025-04-14 00:00:00,11,4.9,16,0.5,,,14.9,38,1004.9,114
2025-04-15 00:00:00,11.9,10.1,17.1,3.8,,,10.8,47,996.3,9
2025-04-16 00:00:00,11.1,8.6,16,1.8,,,28.4,71,1003.6,158
2025-04-17 00:00:00,11.4,4.6,18.5,0.3,,,8.9,32,1012.3,253
2025-04-18 00:00:00,12.9,7.8,17.5,0,,,17.4,47,1010.4,168
2025-04-19 00:00:00,13.2,9.1,17.7,0.3,,,20.3,53,1007.5,200
2025-04-20 00:00:00,9.8,6,15.2,0,,,15.3,36,1007.6,270
2025-04-21 00:00:00,11.5,9.3,15.7,0.5,,,9,32,1009.6,298
2025-04-22 00:00:00,11.6,5.9,18.1,0.3,,,14.8,38,1016.1,243
2025-04-23 00:00:00,10.2,8,14.3,11.4,,,15.7,45,1012.9,37
2025-04-24 00:00:00,11.7,8.6,15.7,0,,,10.2,26,1021.8,170
2025-04-25 00:00:00,11.1,5.9,17.4,0,,,9.5,30,1022.8,273
2025-04-26 00:00:00,13,7.8,19,0,,,10.2,24,1022.7,129
2025-04-27 00:00:00,14.3,5.9,21.2,0,,,8.3,25,1025.8,329
2025-04-28 00:00:00,16.2,8.9,23.5,0,,,7.2,33,1026.6,464
2025-04-29 00:00:00,16.6,9.4,23.8,0,,,11.3,36,1025.8,656
2025-04-30 00:00:00,17.7,8.9,26.5,0,,,8.4,30,1022.4,661
2025-05-01 00:00:00,19.9,10.9,28.5,0,,,8.1,30,1017.1,458
2025-05-02 00:00:00,18.8,14.6,25.5,0,,,8.8,28,1015.2,345
2025-05-03 00:00:00,14.6,10.1,21.3,0,,,11.8,40,1014.3,303
2025-05-04 00:00:00,10.1,7.4,15,0,,,13.5,44,1018.7,212
2025-05-05 00:00:00,9.5,5.3,14.9,0,,,16.2,48,1021.7,106
2025-05-06 00:00:00,10,5,16.1,0,,,13.1,33,1025,165
2025-05-07 00:00:00,11.2,5.8,17.1,0,,,12.6,34,1023.8,210
2025-05-08 00:00:00,12.1,9,17,0,,,14.4,35,1021,190
2025-05-09 00:00:00,12.6,5.9,19.6,0,,,14.4,45,1020.6,526
2025-05-10 00:00:00,16.1,7.8,23.5,0,,,14.5,48,1017.7,584
2025-05-11 00:00:00,18.3,9.2,25.7,0,,,14.5,46,1010.8,458
2025-05-12 00:00:00,18.7,14.4,23.9,0,,,11.2,36,1011,260
2025-05-13 00:00:00,18.4,13,25.5,0,,,11.1,39,1017.2,457
2025-05-14 00:00:00,15.8,8.8,23.9,0,,,12.7,36,1021.1,600
2025-05-15 00:00:00,11.7,8.5,19.8,0,,,13.9,36,1025,161
2025-05-16 00:00:00,13.3,7.4,19.3,0,,,12.4,33,1025.9,593
2025-05-17 00:00:00,14.3,10.5,19.7,0,,,11.9,35,1023.1,447
2025-05-18 00:00:00,13.3,9.5,18.2,0,,,10.5,31,1020.6,388
2025-05-19 00:00:00,14.7,10.6,21.7,0,,,12.8,35,1020.5,258
2025-05-20 00:00:00,15.8,8.2,23,0,,,8.6,23,1020.6,453
2025-05-21 00:00:00,15.1,11.9,21.2,2.5,,,9.5,31,1017.3,66
2025-05-22 00:00:00,12.3,7.2,17.9,1,,,8,27,1019.3,189
2025-05-23 00:00:00,13.6,5.6,21.9,0,,,13.2,45,1019.4,401
2025-05-24 00:00:00,16.8,12.6,21.9,4.3,,,21.3,49,1012.4,24
2025-05-25 00:00:00,16.6,13.2,21.9,0.5,,,28.1,58,1009.7,335
2025-05-26 00:00:00,14.7,11.2,20.8,0,,,25.6,59,1015.3,132
2025-05-27 00:00:00,15.2,12.9,17.5,2,,,26.9,54,1011.6,17
2025-05-28 00:00:00,17.3,13.9,21.7,5.1,,,21.1,47,1015.8,239
2025-05-29 00:00:00,18.8,13.2,25.6,0,,,21.1,52,1019,148
2025-05-30 00:00:00,19.6,14.8,25.7,0,,,16.2,33,1019,241
2025-05-31 00:00:00,20.3,15,26.8,0,,,13.1,40,1016.4,322
2025-06-01 00:00:00,17.2,12.8,23.6,0,,,19.7,51,1014.1,311
2025-06-02 00:00:00,16.3,11.9,22.6,0,,,14.7,38,1016.2,550
2025-06-03 00:00:00,14.4,11.2,20,0,,,23.3,53,1007.1,67
2025-06-04 00:00:00,14.9,10.6,20.1,3.3,,,17.8,44,1006.2,219
2025-06-05 00:00:00,14,12,16.6,1.3,,,18.2,45,1003.5,0
2025-06-06 00:00:00,15.7,10.5,21.7,6.1,,,21.6,50,1006.5,172
2025-06-07 00:00:00,13.3,11.2,18.1,2.3,,,16.1,41,1006.4,71
2025-06-08 00:00:00,13.6,8.7,19.6,11.4,,,19.1,42,1016.8,295
2025-06-09 00:00:00,16,10.8,21.9,0,,,16,40,1020.9,182
2025-06-10 00:00:00,18.2,14.4,23.1,0,,,18.7,44,1017,156
2025-06-11 00:00:00,17.4,11.9,24.3,0,,,14.8,38,1019.4,298
2025-06-12 00:00:00,19.8,13.8,25.4,0,,,15.8,37,1013.2,140
2025-06-13 00:00:00,22,15.1,28.9,0,,,12.4,41,1017.4,363
2025-06-14 00:00:00,19.9,16.1,26.5,0.5,,,20.2,48,1015.5,376
2025-06-15 00:00:00,18.6,12.7,25.2,0,,,17.9,41,1022.1,303
2025-06-16 00:00:00,20.1,12.9,26.5,0,,,10.6,32,1027.4,461
2025-06-17 00:00:00,21.1,14.1,27.9,0,,,13.9,36,1025.4,607
2025-06-18 00:00:00,22.1,13.7,29.2,0,,,7.4,28,1024.6,629
2025-06-19 00:00:00,24.8,16.7,32.2,0,,,8.4,30,1024.4,688
2025-06-20 00:00:00,24,17.8,30.9,0,,,15.1,37,1023.2,408
2025-06-21 00:00:00,25.1,16.7,32.1,0,,,13.8,35,1017.4,355
2025-06-22 00:00:00,21.7,16,29.4,0,,,24.5,54,1013,267
2025-06-23 00:00:00,18.8,15.5,23.8,0,,,26,49,1013.3,446
2025-06-24 00:00:00,19.8,13.9,27.8,0.3,,,22.9,49,1012.7,144
2025-06-25 00:00:00,21.8,15.7,27.6,0,,,13.6,30,1011.7,188
2025-06-26 00:00:00,20.6,17.6,26.7,0,,,23.4,58,1012.1,316
2025-06-27 00:00:00,20.2,13,28.2,2,,,19.2,49,1020.1,385
2025-06-28 00:00:00,24.1,18.6,31.3,0,,,20.7,39,1023,341
2025-06-29 00:00:00,23.6,19,30.2,0,,,11.4,29,1024.4,440
2025-06-30 00:00:00,25.9,17.5,33.1,0,,,12.5,35,1018.2,674
2025-07-01 00:00:00,27.7,22.2,33.9,0,,,9.4,30,1013.5,544
2025-07-02 00:00:00,19.8,17.1,31.7,0.3,,,12.1,41,1017.5,336
2025-07-03 00:00:00,19,11.8,25.9,2.3,,,9.1,27,1027.4,646
2025-07-04 00:00:00,20.9,12.9,28.6,0,,,17.2,46,1026.1,735
2025-07-05 00:00:00,19.8,16.8,26.3,0,,,24.2,49,1015.3,54
2025-07-06 00:00:00,19,17,22.9,0,,,13.1,35,1006.8,151
2025-07-07 00:00:00,17.3,13.4,22.4,19.1,,,14.6,37,1011.3,294
2025-07-08 00:00:00,18.7,12.2,25.2,1.8,,,11.5,33,1017.4,725
2025-07-09 00:00:00,21,12.7,27.3,0,,,7.3,26,1021.3,419
2025-07-10 00:00:00,24.5,16.5,31.7,0,,,8.7,32,1022.2,715
2025-07-11 00:00:00,25.4,17.1,32.4,0,,,9.2,34,1020.1,762
2025-07-12 00:00:00,24.3,18.9,31.6,0,,,10.7,33,1016.3,726
2025-07-13 00:00:00,21.7,15.4,28.5,0,,,9.1,30,1012.6,595
2025-07-14 00:00:00,21.2,18.1,27.7,0,,,22.8,53,1013,409
2025-07-15 00:00:00,18.5,14.4,23.7,0,,,23.7,55,1015.2,176
2025-07-16 00:00:00,20.3,14.4,26,0.5,,,15.5,43,1015.6,404
2025-07-17 00:00:00,22.6,18.9,27.1,0,,,11.7,34,1016.5,154
2025-07-18 00:00:00,23.6,17.6,30.9,0,,,12,33,1012.5,433
2025-07-19 00:00:00,19.8,17.6,28.4,4.1,,,8.7,29,1006,82
2025-07-20 00:00:00,18.7,17.2,23.1,10.7,,,19.3,45,1000.4,127
2025-07-21 00:00:00,18.6,14.5,25.8,0.8,,,11.4,36,1000.6,245
2025-07-22 00:00:00,19.7,15.6,23.3,5.3,,,13.3,31,1009.6,138
2025-07-23 00:00:00,18.9,16.2,22.5,0.5,,,9.5,31,1013.8,235
2025-07-24 00:00:00,18.2,15.2,20.8,0,,,10.9,34,1017.6,120
2025-07-25 00:00:00,21.7,15.8,26.9,0.3,,,11,32,1018.9,415
2025-07-26 00:00:00,20,15,25.9,0,,,10.8,37,1016.8,224
2025-07-27 00:00:00,18.8,15.4,23.4,0,,,10.2,36,1017.5,153
2025-07-28 00:00:00,19.7,13.9,25.2,0,,,9.9,27,1020,388
2025-07-29 00:00:00,17.8,14.8,24.8,0,,,7.1,27,1019.3,20
2025-07-30 00:00:00,20.6,17,25.1,0.8,,,9.9,35,1018.4,225
2025-07-31 00:00:00,19.1,15.8,24.3,0,,,11.1,27,1016.4,102
2025-08-01 00:00:00,16.6,13,22,0.8,,,10.4,37,1016.4,244
2025-08-02 00:00:00,17.5,12.1,23.2,0,,,9.6,27,1018.6,436
2025-08-03 00:00:00,19.5,12.8,25.5,0,,,16.9,43,1018.2,120
2025-08-04 00:00:00,19.8,16.4,24.5,0,,,21.5,56,1015.6,95
2025-08-05 00:00:00,18.1,12.1,23.3,0,,,18.4,45,1021.8,570
2025-08-06 00:00:00,17.8,10.9,24.5,0,,,10.4,33,1023.6,541
2025-08-07 00:00:00,19,14.7,24.9,0,,,19,45,1015.5,79
2025-08-08 00:00:00,20.3,14.6,26.5,0,,,13.6,34,1018,611
2025-08-09 00:00:00,19.6,13.5,26.6,0,,,16,44,1021.1,498
2025-08-10 00:00:00,20.7,12.5,27.5,0,,,8.4,24,1026.9,701
2025-08-11 00:00:00,23.1,15.2,31.9,0,,,8.8,32,1022.3,581
2025-08-12 00:00:00,25.3,18.4,33.3,0.5,,,12.2,35,1014.4,610
2025-08-13 00:00:00,20.8,17.7,30.6,0,,,12.1,32,1014.4,275
2025-08-14 00:00:00,22.1,16.2,28.9,0,,,12.7,33,1018.2,249
2025-08-15 00:00:00,23.1,16,30.2,0,,,9.6,34,1024.5,631
2025-08-16 00:00:00,18.8,16.4,28.9,0,,,12.7,31,1027.3,377
2025-08-17 00:00:00,19.3,12.5,27.2,0,,,12.6,33,1024.2,593
2025-08-18 00:00:00,19.1,17.3,23.3,0,,,13.4,30,1020.9,154
2025-08-19 00:00:00,19.8,16.3,25.8,0,,,15.4,40,1016.2,94
2025-08-20 00:00:00,17.2,15,22.5,0,,,15.4,42,1016.5,278
2025-08-21 00:00:00,16.8,14.2,21.1,0,,,12.5,34,1018.3,220
2025-08-22 00:00:00,17.3,9.5,23.3,0,,,6.5,26,1021.5,478
2025-08-23 00:00:00,19.1,16,23.2,0,,,8.4,28,1020.7,226
2025-08-24 00:00:00,19.3,13,25.9,0,,,11.2,30,1020.5,361
2025-08-25 00:00:00,20.7,13.1,27.8,0,,,11.4,41,1016.1,614
2025-08-26 00:00:00,19.7,15.5,25.6,1,,,14.8,44,1007.5,198
2025-08-27 00:00:00,18,13,21.5,7.6,,,17.8,58,1005.3,71
2025-08-28 00:00:00,17.2,12.8,20.7,0.6,,,16.3,48,1002.3,235
2025-08-29 00:00:00,16.6,14.2,20.5,14.2,,,14.5,49,996.9,129
2025-08-30 00:00:00,16.8,12.7,21.2,1.4,,,17.5,47,1002.8,121
2025-08-31 00:00:00,17.8,13.4,22.2,0.4,,,21,53,1003.5,304
2025-09-01 00:00:00,16.4,13.6,21.6,6,,,18.2,55,1003.1,195
2025-09-02 00:00:00,15.6,12.1,18.1,2.4,,,14.4,39,1002.8,65
2025-09-03 00:00:00,17.9,15.4,22.3,13.3,,,24.2,61,997.2,65
2025-09-04 00:00:00,16.4,13.7,20.2,8,,,19,48,1006.1,236
2025-09-05 00:00:00,16.6,11.2,22.4,0,,,12.1,37,1019.2,399
2025-09-06 00:00:00,17.9,11.9,23.7,0,,,16.2,49,1018.2,362
2025-09-07 00:00:00,19.9,14,24.9,0,,,18.9,49,1008.9,265
2025-09-08 00:00:00,17.1,13.4,21.6,0,,,15.1,44,1015.9,477
2025-09-09 00:00:00,16,9.8,21.2,0,,,12.4,35,1015.3,390
2025-09-10 00:00:00,15.7,14.2,18.6,7.4,,,17,40,1003,1
2025-09-11 00:00:00,14.5,12.1,18.8,2.4,,,21,54,1003.1,305
2025-09-12 00:00:00,14,11,19.3,1,,,21.7,55,1009.8,309
2025-09-13 00:00:00,14.1,11.7,19.3,1.6,,,17.5,55,1008.8,282
2025-09-14 00:00:00,13.5,8.7,17.9,4,,,15,48,1008.6,36
2025-09-15 00:00:00,16.1,14,18.9,0.2,,,37.6,80,1005.1,390
2025-09-16 00:00:00,15.2,11.7,19.2,0,,,25,53,1016.8,335
2025-09-17 00:00:00,16.1,13,18.7,1.7,,,20.6,52,1016.9,13
2025-09-18 00:00:00,19.1,16.6,21.8,0,,,20.9,47,1018.7,60
2025-09-19 00:00:00,19.6,14.5,26.9,0,,,14.9,36,1017.6,483
2025-09-20 00:00:00,16.5,13.8,20.7,0,,,21,67,1009.6,75
2025-09-21 00:00:00,12.9,9.6,16.5,0,,,15.3,60,1017.3,411
2025-09-22 00:00:00,11.6,7.6,16.5,0,,,11.5,38,1026.6,521
2025-09-23 00:00:00,11.5,5,17.5,0,,,10.9,32,1028.3,303
2025-09-24 00:00:00,13.3,9.7,18.4,0,,,12.8,39,1027,381
2025-09-25 00:00:00,13.7,8.9,19.2,0,,,13.6,40,1024.9,525
2025-09-26 00:00:00,12.1,8.7,14.9,0,,,8.2,22,1022.1,109
2025-09-27 00:00:00,13.9,11.2,18.1,0,,,13.9,33,1019.7,193
2025-09-28 00:00:00,12.6,9.1,15.7,1.8,,,7.7,21,1020.7,78
2025-09-29 00:00:00,12.4,6.4,18.5,0.2,,,4.1,16,1025.3,386
2025-09-30 00:00:00,13.9,7.7,20.3,0,,,5.2,21,1026.1,463
2025-10-01 00:00:00,13.5,9.6,18.6,0,,,8,24,1027.3,91
2025-10-02 00:00:00,14.6,10.3,18.7,0,,,11,32,1022.8,91
2025-10-03 00:00:00,16.3,14.2,18.1,7.4,,,22.3,66,1008.4,0
2025-10-04 00:00:00,13.4,11.2,17.6,1.9,,,33.2,80,1001,383
2025-10-05 00:00:00,13.2,10.2,17,0,,,21.9,52,1015.7,346
2025-10-06 00:00:00,14.9,9.9,20.9,0,,,13.7,36,1024.2,357
2025-10-07 00:00:00,14.4,11,18.3,0,,,11.8,29,1024.4,194
2025-10-08 00:00:00,14.6,12.9,17.1,0,,,7.9,22,1023.8,63
2025-10-09 00:00:00,12.4,8,14.7,0,,,8.3,27,1028,290
2025-10-10 00:00:00,14.4,13.2,15.5,0,,,6.1,18,1033.5,125
2025-10-11 00:00:00,13.2,10,16.4,0,,,4.9,17,1034.4,229
2025-10-12 00:00:00,11.1,6.7,15.6,0,,,5.7,18,1032.4,355
2025-10-13 00:00:00,14.2,12.6,16.1,0,,,10.1,27,1029.8,44
2025-10-14 00:00:00,12.3,11.2,14.1,0,,,10.2,28,1030.1,56
2025-10-15 00:00:00,11.9,10.4,13.5,0,,,9,24,1030,67
2025-10-16 00:00:00,13,10.2,15.6,0,,,7.7,18,1027.8,153
2025-10-17 00:00:00,13.5,12.4,15.1,0,,,6.5,17,1026.2,132
2025-10-18 00:00:00,12.8,11.6,15.4,0,,,14.1,37,1022.9,55
2025-10-19 00:00:00,13.8,11.5,15.3,5.2,,,17.4,35,1004.9,0
2025-10-20 00:00:00,13.4,11.3,14.7,6.6,,,14.8,42,989.3,33
2025-10-21 00:00:00,13.1,10.9,15.9,0.2,,,18.3,40,992.4,113
2025-10-22 00:00:00,11.6,8.5,15.8,6.6,,,9,26,995.2,151
2025-10-23 00:00:00,9.9,6.8,12.9,7.4,,,22.8,55,986.6,119
2025-10-24 00:00:00,9,5.4,13,0,,,23.3,52,999.6,298
2025-10-25 00:00:00,9.4,7.3,11.8,0.4,,,17.1,49,1003,372
2025-10-26 00:00:00,8.1,4.1,11.4,0.2,,,20.7,42,1008.7,187
2025-10-27 00:00:00,11.8,9.2,13.6,0,,,20.9,50,1006.8,273
2025-10-28 00:00:00,12.8,11.5,15.3,0.4,,,24.5,54,1007.1,258
2025-10-29 00:00:00,11.1,6.6,13,3.2,,,13.1,35,1000.8,3
2025-10-30 00:00:00,9.6,4.5,13.8,0.2,,,14.7,49,1006.2,142
2025-10-31 00:00:00,14.6,13.1,16.2,6.4,,,21.2,52,1001.5,12
2025-11-01 00:00:00,12.8,8.8,15.8,6.4,,,22.6,56,1001.9,215
2025-11-02 00:00:00,9.3,6.5,13.4,2,,,16.7,41,1008.4,265
2025-11-03 00:00:00,13.4,6.4,16,1.1,,,22.5,53,1012.6,55
2025-11-04 00:00:00,14.7,13.4,16,0.4,,,21.6,46,1010.9,21
2025-11-05 00:00:00,15.5,14,17.9,0,,,18.1,41,1007.6,49
2025-11-06 00:00:00,15.1,12.9,17,0.4,,,12.1,30,1005.8,24
2025-11-07 00:00:00,13.1,10.7,15.1,2.4,,,12.4,39,1005.5,32
2025-11-08 00:00:00,12,8.8,15,0,,,11.3,28,1012.8,101
2025-11-09 00:00:00,10.6,5.9,14.1,0.4,,,12.2,42,1015,96
2025-11-10 00:00:00,12.2,9.1,13.9,4.2,,,17.4,45,1005.5,23
2025-11-11 00:00:00,12.2,6.7,15,2.2,,,17.9,47,1005.5,19
2025-11-12 00:00:00,14.4,12.7,16.7,0.4,,,17.4,39,1003.2,41
2025-11-13 00:00:00,14.7,12.5,18,4.6,,,12.6,33,1005.8,100
2025-11-14 00:00:00,13.7,13,14.4,7,,,11.4,30,1001.3,9
2025-11-15 00:00:00,12.1,10.3,14.1,0,,,7.8,25,1007.8,71
2025-11-16 00:00:00,9.4,7.5,10.6,0,,,13,33,1012.2,9
2025-11-17 00:00:00,5.6,1.6,8.4,0,,,11.6,40,1022.2,344
2025-11-18 00:00:00,3.9,-0.9,7.8,0,,,12,36,1017.5,150
2025-11-19 00:00:00,3.8,0.6,5.6,4.4,,,15.7,53,1008.8,121
2025-11-20 00:00:00,1.6,-0.9,4.2,0,,,13.2,35,1015.4,313
2025-11-21 00:00:00,2.8,0.3,7.1,0,,,9.1,26,1025.8,398
2025-11-22 00:00:00,5.7,0,8.1,5,,,16.8,48,1017.9,0
2025-11-23 00:00:00,7.9,5.2,10.3,3.6,,,19.5,48,1000.3,134
2025-11-24 00:00:00,6.3,4.7,7.6,1.2,,,13,40,994.4,60
2025-11-25 00:00:00,5,3.2,7.1,0,,,12.7,38,1013.6,168
2025-11-26 00:00:00,4.2,-0.9,8.6,0,,,10,28,1021.7,140
2025-11-27 00:00:00,12.1,9.1,13.8,0.8,,,21.2,43,1014.1,32
2025-11-28 00:00:00,10.6,9,12.7,0,,,20.2,55,1011.2,71
2025-11-29 00:00:00,9,4.7,11.5,3.6,,,19.7,45,1002.7,115
