date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-29 00:00:00,10.4,7.8,12.3,0,,,14,34,1022.1,41
2024-01-30 00:00:00,8.6,7.3,12.5,0,,,16.6,58,1027.7,33
2024-01-31 00:00:00,8.7,6.4,12,0,,,19.2,49,1030,31
2024-02-01 00:00:00,7.1,4.3,12,0.3,,,11,31,1032.8,235
2024-02-02 00:00:00,9.7,3.7,13.9,0,,,23.9,51,1030,41
2024-02-03 00:00:00,12.1,10.4,13.2,0,,,24.4,43,1027.6,4
2024-02-04 00:00:00,11.7,10.5,13.1,0.8,,,28.2,55,1025.1,0
2024-02-05 00:00:00,10.3,9.3,12.4,0.3,,,30.1,58,1020.4,18
2024-02-06 00:00:00,12.4,11.2,14.3,0,,,35,63,1009.3,24
2024-02-07 00:00:00,5.6,4.5,13.2,11.9,,,9.2,51,1005.5,55
2024-02-08 00:00:00,7.7,4.7,12.7,1.8,,,15.6,38,991.3,4
2024-02-09 00:00:00,11,10,13.1,19.8,,,20,51,977.7,45
2024-02-10 00:00:00,9.4,6.7,12.6,1.8,,,9.9,21,983.1,42
2024-02-11 00:00:00,8.5,4.5,12,1.8,,,11.1,36,990.8,150
2024-02-12 00:00:00,5.9,2.5,10.1,0.5,,,13.7,34,1005.7,415
2024-02-13 00:00:00,8.2,4.6,12.3,0,,,17.9,43,1011.6,7
2024-02-14 00:00:00,12.3,10.3,13.7,1.5,,,19.1,38,1012.4,6
2024-02-15 00:00:00,13.3,11.9,17.3,1.3,,,13.3,36,1008.7,86
2024-02-16 00:00:00,11.3,9,13.7,1,,,16.3,38,1015.3,187
2024-02-17 00:00:00,10.9,8.6,13.4,0,,,14.8,40,1028.5,10
2024-02-18 00:00:00,11.9,9.8,15.3,14.5,,,16.4,38,1025.5,149
2024-02-19 00:00:00,9.9,6.5,13.8,4.6,,,14.4,38,1029.9,180
2024-02-20 00:00:00,8.8,5.9,13.3,0.3,,,18.3,44,1026.3,64
2024-02-21 00:00:00,10.3,8.8,12.1,0.3,,,23.5,53,1007.1,0
2024-02-22 00:00:00,7.8,4,12,3.8,,,19.9,56,985.8,11
2024-02-23 00:00:00,5.5,2.8,10.5,14,,,16.6,37,987,207
2024-02-24 00:00:00,4.2,-1.1,9.7,2.3,,,5.9,24,995,201
2024-02-25 00:00:00,4.3,-0.4,9.2,0,,,15,52,995.8,81
2024-02-26 00:00:00,6.5,5.2,9.3,5.3,,,25.2,64,1009.3,133
2024-02-27 00:00:00,5.7,1.3,9.3,0,,,10.5,27,1020.9,97
2024-02-28 00:00:00,9.1,5.4,11.5,0,,,14.4,40,1017.1,4
2024-02-29 00:00:00,9.3,6.1,11.6,0.5,,,16.8,53,1004.3,9
2024-03-01 00:00:00,5.3,2.3,10.2,6.4,,,21.8,68,993.3,137
2024-03-02 00:00:00,5.2,3.4,9.2,16,,,16.2,42,991.7,114
2024-03-03 00:00:00,4.5,0,11.3,15,,,6.5,28,1002.7,250
2024-03-04 00:00:00,5.8,1,11.7,0,,,16.2,50,1008.8,209
2024-03-05 00:00:00,7.9,5.8,11.8,0,,,9.6,41,1012.8,58
2024-03-06 00:00:00,6.2,2.9,11.6,0,,,5.8,17,1021.3,87
2024-03-07 00:00:00,7.3,3.9,11.2,0.3,,,15.5,43,1020.2,146
2024-03-08 00:00:00,6.8,4.6,10.7,0,,,19,51,1006.9,308
2024-03-09 00:00:00,9.2,6.7,13.7,0,,,16.5,41,994.6,120
2024-03-10 00:00:00,8.5,7.7,10.6,1.8,,,8.1,22,995.4,0
2024-03-11 00:00:00,8.1,7.2,9.1,7.4,,,9.7,29,1006.4,3
2024-03-12 00:00:00,10.3,7,14.5,1.3,,,16.6,41,1011.4,1
2024-03-13 00:00:00,11.8,10.3,13.7,10.7,,,20.5,43,1012.4,17
2024-03-14 00:00:00,11.6,7.2,17.8,0,,,17,51,1007.1,43
2024-03-15 00:00:00,12.6,9,16,0.3,,,22.6,55,1005.5,40
2024-03-16 00:00:00,9.6,5.9,13.3,1,,,12.5,33,1019.3,133
2024-03-17 00:00:00,11.9,9.3,16.8,0.5,,,14.5,34,1014.9,72
2024-03-18 00:00:00,11.3,8.6,14.7,3.3,,,15.9,38,1014.8,38
2024-03-19 00:00:00,11.4,10.4,13.1,0,,,17.7,41,1015.7,20
2024-03-20 00:00:00,13,10,17.7,0.3,,,8.7,24,1018.6,50
2024-03-21 00:00:00,11.9,7.5,16.6,0.3,,,13.2,37,1024.5,196
2024-03-22 00:00:00,10,4.8,14.9,0,,,14.7,31,1018,94
2024-03-23 00:00:00,6.9,3.5,11.8,0.5,,,23.2,57,1012.2,319
2024-03-24 00:00:00,8.8,5.2,13.3,0.8,,,18.8,44,1010.2,270
2024-03-25 00:00:00,8.6,4.4,12.4,0,,,15.6,40,1000.4,0
2024-03-26 00:00:00,9.5,7.6,14.4,0.3,,,11.5,45,987.6,7
2024-03-27 00:00:00,7.8,4.6,11.5,14.5,,,20,59,980.5,208
2024-03-28 00:00:00,8.4,4.4,11.1,13.8,,,31,79,977.4,80
2024-03-29 00:00:00,10,7.3,14,1.6,,,21.7,58,987.4,145
2024-03-30 00:00:00,9.3,3.8,15.1,0,,,10.4,32,994.9,387
2024-03-31 00:00:00,9.7,6.5,12.6,0,,,13.8,37,993.4,37
2024-04-01 00:00:00,9.9,7.5,14.9,0,,,13.8,33,993.9,151
2024-04-02 00:00:00,9.4,8.7,14.8,7.8,,,17.3,40,1001.5,36
2024-04-03 00:00:00,11.6,9.7,13.7,4.8,,,23.2,61,1000.3,86
2024-04-04 00:00:00,12.4,9.6,17,3.8,,,22,57,1002.7,79
2024-04-05 00:00:00,13.9,11.9,17.2,3.3,,,24,56,1003.9,183
2024-04-06 00:00:00,15.9,13.5,19.1,0.5,,,27.8,66,1002.1,223
2024-04-07 00:00:00,13.2,11.4,16.5,0,,,32.6,72,1007.8,243
2024-04-08 00:00:00,12,7.3,18.1,0,,,15.9,44,1004.4,95
2024-04-09 00:00:00,9.7,7.8,15.2,2.3,,,30.4,67,1006.8,144
2024-04-10 00:00:00,9.9,4.1,13.8,0.5,,,19.2,50,1025.2,106
2024-04-11 00:00:00,14.7,11.6,19.2,2,,,18.8,39,1028.5,106
2024-04-12 00:00:00,14.6,9.5,21,0,,,20,48,1028.7,447
2024-04-13 00:00:00,15.1,10.9,20.8,0,,,19.9,44,1022.8,357
2024-04-14 00:00:00,10.9,8.6,17.4,0,,,16,41,1022.7,330
2024-04-15 00:00:00,9.4,7.4,12.5,0,,,31.7,76,1009,294
2024-04-16 00:00:00,9.6,7.3,13.8,3.8,,,19.5,55,1012.7,315
2024-04-17 00:00:00,7.8,3.9,12.5,7.4,,,14.9,41,1016.2,288
2024-04-18 00:00:00,9.1,4.8,14.4,0,,,15.3,42,1021.6,374
2024-04-19 00:00:00,10.6,7.9,16.7,0.5,,,17.9,48,1018.1,157
2024-04-20 00:00:00,7.7,3.3,11.5,1.8,,,12.7,37,1028.1,277
2024-04-21 00:00:00,7.8,4.9,12,0,,,13.9,43,1030.1,298
2024-04-22 00:00:00,6.9,4.5,10.3,0,,,7.8,19,1028.6,58
2024-04-23 00:00:00,8.1,5.8,11.8,0.5,,,9.9,37,1023.1,96
2024-04-24 00:00:00,7.6,4.9,10.8,0.3,,,10.6,36,1017.1,223
2024-04-25 00:00:00,7.4,2.9,12.6,0,,,9.1,31,1005.6,127
2024-04-26 00:00:00,8.5,4.8,14.7,2,,,9.7,28,1003.5,181
2024-04-27 00:00:00,8.3,5.9,12.3,3.3,,,14.2,36,1003.1,1
2024-04-28 00:00:00,8.9,6.8,13.3,21.6,,,18,41,1004.3,52
2024-04-29 00:00:00,11.1,6,16.5,3.6,,,19.6,50,1014.9,278
2024-04-30 00:00:00,13.2,5.7,19.9,0,,,17.7,43,1011.4,515
2024-05-01 00:00:00,14.4,9.2,18.4,0.4,,,7.1,21,1007.6,88
2024-05-02 00:00:00,12.8,11,18.3,9.9,,,13.6,43,1002.2,22
2024-05-03 00:00:00,10.8,9.2,13.7,0.5,,,19.4,44,1008.7,3
2024-05-04 00:00:00,12.3,7.9,17.9,8.4,,,9.1,25,1010.8,285
2024-05-05 00:00:00,12.3,6.2,18.9,0,,,8.8,33,1008,252
2024-05-06 00:00:00,12.3,8.8,15.5,0,,,7,31,1008.3,1
2024-05-07 00:00:00,14.7,9.3,20.2,4.8,,,10.1,29,1021.2,415
2024-05-08 00:00:00,14.4,10.3,21.9,0,,,7.1,30,1028.8,435
2024-05-09 00:00:00,16.9,10,24.3,0,,,8.6,29,1026.7,533
2024-05-10 00:00:00,17.7,11.5,24.3,0,,,9.2,31,1023.5,433
2024-05-11 00:00:00,16.3,10.9,22.9,0,,,13.6,37,1020.8,502
2024-05-12 00:00:00,19.3,12.6,27,0,,,11.4,33,1012.9,422
2024-05-13 00:00:00,15.3,12.2,24,0,,,19.7,44,1007.3,108
2024-05-14 00:00:00,15.1,13.3,17.5,1.3,,,17.1,39,1001.3,16
2024-05-15 00:00:00,16.2,12.5,21.1,1.5,,,13.4,36,1004.4,315
2024-05-16 00:00:00,14.4,10.3,18.7,0,,,6.6,25,1005.4,29
2024-05-17 00:00:00,16.6,9.4,22.8,0.5,,,7.6,26,1009.4,378
2024-05-18 00:00:00,15.6,11.8,20.5,0,,,7.5,26,1013.1,41
2024-05-19 00:00:00,16.5,10.1,23.5,0,,,11.8,33,1014.1,489
2024-05-20 00:00:00,15.3,9.5,21.7,0,,,11.6,31,1014,543
2024-05-21 00:00:00,13.1,11.3,20.4,0,,,9.5,28,1009.9,5
2024-05-22 00:00:00,14,13.1,15.6,10.9,,,18.4,40,1007.2,4
2024-05-23 00:00:00,14.1,12.2,19.1,5.3,,,18.8,45,1013.4,275
2024-05-24 00:00:00,14.7,9.7,19.9,0,,,10.3,29,1018.4,374
2024-05-25 00:00:00,15.6,8.9,21.4,0,,,9.2,32,1016.8,571
2024-05-26 00:00:00,15.1,12.3,20.3,6.6,,,17.9,49,1011.8,189
2024-05-27 00:00:00,13.7,11,18.7,1.5,,,18.6,43,1015.1,338
2024-05-28 00:00:00,14.2,10,18.5,0,,,18.1,49,1012.6,5
2024-05-29 00:00:00,16,12.6,21.2,2.3,,,18.4,46,1009,269
2024-05-30 00:00:00,14.6,12.6,18.5,0,,,13.7,42,1010.6,68
2024-05-31 00:00:00,13.4,12.1,15.8,0.8,,,16,48,1019.1,73
2024-06-01 00:00:00,13.2,9.5,16.1,0,,,14.2,42,1025.5,181
2024-06-02 00:00:00,16.9,8.5,24.1,0,,,9.7,31,1026.7,572
2024-06-03 00:00:00,16.8,12.6,23.2,0,,,8.1,23,1021.6,95
2024-06-04 00:00:00,16.2,12.1,20.6,0,,,16.5,63,1012.1,117
2024-06-05 00:00:00,13.1,8.5,18.3,0.3,,,13.9,47,1014.1,508
2024-06-06 00:00:00,14.2,9.4,19.8,0,,,12.2,33,1017.2,368
2024-06-07 00:00:00,14.6,8.1,21,0,,,15.7,38,1018.4,353
2024-06-08 00:00:00,14.9,9.6,20.1,0,,,15.1,40,1013.7,284
2024-06-09 00:00:00,13.4,6.3,19.1,0,,,12.6,35,1013.3,371
2024-06-10 00:00:00,13,10.5,16.7,1.5,,,16.4,46,1011.2,255
2024-06-11 00:00:00,12,7.8,17.5,0,,,9.9,35,1018.5,251
2024-06-12 00:00:00,12.9,8,17.2,0.5,,,7.7,22,1020.9,295
2024-06-13 00:00:00,12.4,7.3,17.5,0,,,17.1,47,1013.4,109
2024-06-14 00:00:00,15.1,11.3,20.3,2,,,22.3,51,1001.3,236
2024-06-15 00:00:00,13.4,9.6,19.5,3.3,,,23,62,999.3,234
2024-06-16 00:00:00,15.6,11.4,22.1,4.3,,,20.2,41,1002.3,334
2024-06-17 00:00:00,16.7,10.4,23.6,0.5,,,13,32,1009.9,539
2024-06-18 00:00:00,17.3,13.3,22.9,0,,,10.2,31,1014.2,387
2024-06-19 00:00:00,16,12,22.1,0,,,14.7,34,1020.7,404
2024-06-20 00:00:00,16.9,9.9,24.3,0,,,9.3,28,1020.1,675
2024-06-21 00:00:00,18.3,12.2,26.1,0,,,15.3,51,1013.6,497
2024-06-22 00:00:00,17.7,14.4,23.9,0,,,15.5,38,1013,337
2024-06-23 00:00:00,18.8,11.4,25.3,0,,,10.6,31,1019.4,360
2024-06-24 00:00:00,21.7,15.5,28,0,,,7.2,25,1019.2,328
2024-06-25 00:00:00,22.3,13.5,29.7,0,,,7.6,24,1015.7,584
2024-06-26 00:00:00,23.3,16.8,30.3,0,,,10.1,31,1012,632
2024-06-27 00:00:00,19.6,15.1,29,0,,,19.2,47,1009.1,546
2024-06-28 00:00:00,16.9,12.5,22.3,0,,,19.8,57,1015.6,399
2024-06-29 00:00:00,18.7,10.4,25.2,0,,,6.8,27,1014.1,528
2024-06-30 00:00:00,16.9,13.4,25.1,0,,,12,33,1013.1,254
2024-07-01 00:00:00,16.6,13.6,21.1,0,,,12.2,35,1017.9,151
2024-07-02 00:00:00,15.8,13.1,19.4,0,,,12.9,33,1018.1,151
2024-07-03 00:00:00,16,12.9,20.5,0.3,,,14.9,46,1009.4,27
2024-07-04 00:00:00,16.3,12.9,22.3,0.3,,,24.6,55,1009.2,540
2024-07-05 00:00:00,16.6,12.8,21.8,1.3,,,18,42,1006.1,18
2024-07-06 00:00:00,14,11.3,17.8,21.1,,,20.3,69,1002.1,288
2024-07-07 00:00:00,14.2,10.5,18.8,5.6,,,16,42,1009.8,193
2024-07-08 00:00:00,15.2,10.2,19.7,10.7,,,10.8,36,1014.9,121
2024-07-09 00:00:00,17.2,14.2,19.4,8.4,,,15.8,40,1010.3,1
2024-07-10 00:00:00,17.8,15.6,22.7,5.1,,,21.5,44,1012.2,281
2024-07-11 00:00:00,18,12.1,24.1,0,,,13,32,1017,476
2024-07-12 00:00:00,15.8,13.7,22,0,,,13.2,30,1016.9,43
2024-07-13 00:00:00,15.8,13,20.7,0,,,10.3,32,1014.2,105
2024-07-14 00:00:00,17.4,13,22.6,0,,,11.8,30,1011.9,414
2024-07-15 00:00:00,16.7,11,21.3,0,,,10.4,41,1008.4,56
2024-07-16 00:00:00,17.8,13.7,22.4,28.7,,,15.4,35,1009.4,108
2024-07-17 00:00:00,18.3,12.5,24.4,1.8,,,8.8,29,1019.9,431
2024-07-18 00:00:00,20.7,14.5,28.1,0,,,10.3,36,1020.3,433
2024-07-19 00:00:00,24,15.9,31.2,0,,,10.4,37,1016,584
2024-07-20 00:00:00,19.8,16.8,28.8,0,,,15,34,1008.6,58
2024-07-21 00:00:00,19.6,17.4,24,0,,,14.1,32,1010.1,336
2024-07-22 00:00:00,18.7,13.8,25,0,,,19.9,45,1014.5,203
2024-07-23 00:00:00,19.7,16.7,24.3,0.5,,,11.9,37,1017.6,196
2024-07-24 00:00:00,19.5,15.3,26,0,,,14.6,40,1020.2,313
2024-07-25 00:00:00,17.6,15.6,20.5,0,,,16.8,36,1011.7,0
2024-07-26 00:00:00,18.2,13.4,24.2,0.5,,,14.8,36,1010.8,327
2024-07-27 00:00:00,18.5,12.9,24.7,0,,,10.8,29,1014.9,484
2024-07-28 00:00:00,20,12.2,26.6,0,,,7.7,27,1024.3,653
2024-07-29 00:00:00,21.9,14.8,29.3,0,,,10,32,1021,722
2024-07-30 00:00:00,23.9,16.5,32,0,,,8.9,33,1016.5,579
2024-07-31 00:00:00,23.1,19,30.2,0,,,14,37,1014.6,504
2024-08-01 00:00:00,22.2,18.5,28.7,0,,,6.8,35,1012.6,226
2024-08-02 00:00:00,21.1,17.8,28.2,2,,,11.2,35,1012.1,335
2024-08-03 00:00:00,20.4,17.9,26,0,,,18.2,42,1011.4,229
2024-08-04 00:00:00,17.8,12.8,23.9,0,,,12,34,1015.3,157
2024-08-05 00:00:00,19.3,14.3,26.2,0,,,16.1,36,1012.7,242
2024-08-06 00:00:00,19,16.4,23.6,0,,,14.1,38,1009.6,150
2024-08-07 00:00:00,17.6,12.4,22.3,4.1,,,17,42,1012.4,240
2024-08-08 00:00:00,17.7,13.2,21.4,0,,,18.4,48,1013.8,120
2024-08-09 00:00:00,20.6,17.5,25.4,1,,,24.2,48,1013.8,514
2024-08-10 00:00:00,19.5,14.4,25,0.5,,,16.3,41,1019.6,129
2024-08-11 00:00:00,22.3,16.6,29.7,0,,,13,39,1019.5,362
2024-08-12 00:00:00,22.8,18.7,33,0,,,16.2,37,1008.8,526
2024-08-13 00:00:00,19.7,13.7,29.1,0,,,14,35,1009.5,580
2024-08-14 00:00:00,19.8,16.8,23.6,2.3,,,8.6,26,1013.4,109
2024-08-15 00:00:00,18.5,13.8,24,0,,,20.6,54,1014.7,174
2024-08-16 00:00:00,19.5,14.9,25,0.8,,,9.6,31,1014.6,676
2024-08-17 00:00:00,17.8,12.3,23.7,0,,,8.8,27,1013.8,655
2024-08-18 00:00:00,18.4,12.7,24.6,0,,,12.8,38,1014.4,558
2024-08-19 00:00:00,16.8,11.6,22.1,0,,,13.7,48,1015.8,240
2024-08-20 00:00:00,19.3,14.8,24.7,0,,,22.5,49,1009.8,396
2024-08-21 00:00:00,16.6,11.6,21.9,0,,,20.8,42,1016.8,260
2024-08-22 00:00:00,17.6,14.6,19.9,0.3,,,26.8,55,1007.1,7
2024-08-23 00:00:00,19.1,16.6,23.8,0.8,,,27.3,67,1004,432
2024-08-24 00:00:00,15.2,12.9,20.4,1.5,,,12.9,31,1005.3,63
2024-08-25 00:00:00,15.6,10.5,21.8,15.5,,,21.6,44.5,1017.7,290
2024-08-26 00:00:00,18.1,15,23.4,0,,,17.8,33.3,1019.1,269
2024-08-27 00:00:00,19.2,14.7,25.3,0,,,15.9,37,1017.9,301
2024-08-28 00:00:00,20.7,13.8,29.4,0,,,11.2,29.6,1013.2,325
2024-08-29 00:00:00,17.7,12.8,24.4,0,,,14,35.2,1018,292
2024-08-30 00:00:00,17,10.3,23.9,0,,,9.9,27.8,1022.8,345
2024-08-31 00:00:00,17.4,14.4,20.5,0,,,15.8,27.8,1022.4,351
2024-09-01 00:00:00,21.4,16.3,29.5,0,,,13.5,24.1,1014.3,333
2024-09-02 00:00:00,19.8,18.7,25.1,0,,,13.6,25.9,1010.3,351
2024-09-03 00:00:00,18.7,16.8,23.9,2.3,,,12.1,35,1012.7,357
2024-09-04 00:00:00,16.4,12.5,21,0,,,8.9,31,1016.8,230
2024-09-05 00:00:00,16.7,13.4,19.4,1,,,11.8,43,1012.7,0
2024-09-06 00:00:00,17.1,15.8,19.4,22.1,,,9,28,1010.3,20
2024-09-07 00:00:00,17.2,13.4,20.2,0,,,4.3,21,1009.7,73
2024-09-08 00:00:00,17.2,13.7,20.1,6.1,,,9,28,1004.1,155
2024-09-09 00:00:00,15.3,13.3,18.1,0.6,,,15.6,43,1010,92
2024-09-10 00:00:00,14.1,10.9,19.8,0,,,20.8,53,1009,23
2024-09-11 00:00:00,11.1,7.6,16.8,2.8,,,17,63,1009.6,397
2024-09-12 00:00:00,10.2,6.3,16.5,0.5,,,12.2,37,1016.4,301
2024-09-13 00:00:00,8.7,4.7,17.5,5.1,,,7,23,1028.1,500
2024-09-14 00:00:00,12.8,6,20,0,,,9.8,32,1030.6,444
2024-09-15 00:00:00,14.4,8.7,20.1,0,,,11.8,33,1027.3,339
2024-09-16 00:00:00,15.9,12.8,20.7,0.3,,,9.3,45,1028.5,493
2024-09-17 00:00:00,15.6,9.8,21.8,0,,,13.2,43,1030.8,493
2024-09-18 00:00:00,18.6,14.8,24,0,,,16.2,44,1027.9,368
2024-09-19 00:00:00,19.2,15.6,25.9,0,,,16.5,41,1024.6,423
2024-09-20 00:00:00,18.4,14.9,24,0,,,14.8,42,1021,222
2024-09-21 00:00:00,18.3,15.3,24.5,0,,,10.5,26,1017.4,271
2024-09-22 00:00:00,17.7,16,21.5,12.4,,,10.9,30,1011.7,69
2024-09-23 00:00:00,16.2,14.9,18.6,20.1,,,17.4,41,1004.1,23
2024-09-24 00:00:00,14.6,13.2,17.6,3.6,,,13.3,32,1003.3,82
2024-09-25 00:00:00,13.8,10.5,18.1,0.3,,,13.9,34,998.8,71
2024-09-26 00:00:00,13.8,12.4,18.4,13.7,,,19,91,986.8,217
2024-09-27 00:00:00,10.8,7.7,14,9.9,,,15.8,42,1000.7,108
2024-09-28 00:00:00,9.6,4.9,15.9,6.1,,,8.9,28,1023,392
2024-09-29 00:00:00,11,5.3,15.2,0,,,17.9,52,1020,113
2024-09-30 00:00:00,13.8,10.7,16.8,7.1,,,25.6,57,1002.3,30
2024-10-01 00:00:00,12.3,11.6,14.5,0.8,,,19,47,1007.5,60
2024-10-02 00:00:00,13.7,12.5,17,14.2,,,13.1,37,1013.3,82
2024-10-03 00:00:00,11.6,8.6,16.4,1.8,,,8,28,1021.2,231
2024-10-04 00:00:00,10.5,4,17.3,0,,,6.7,31,1021.4,370
2024-10-05 00:00:00,12.5,7.8,18.2,0,,,13.2,37,1015.1,266
2024-10-06 00:00:00,13.4,10.1,15.5,0.3,,,15.5,33,1000.5,8
2024-10-07 00:00:00,14.7,11.4,19.8,0.8,,,14.8,34,997.3,237
2024-10-08 00:00:00,14.4,10.2,18.8,4.8,,,15.1,42,992.3,121
2024-10-09 00:00:00,13.7,12.9,16,11.2,,,13,34,987.2,124
2024-10-10 00:00:00,9.7,6.6,14.5,1,,,10.2,32,1004.7,184
2024-10-11 00:00:00,8.1,3,14.1,0,,,5.9,21,1016.3,466
2024-10-12 00:00:00,10.9,7,15.6,0,,,14.9,37,1008.7,89
2024-10-13 00:00:00,8,4.9,11.8,1,,,10.5,38,1017.7,145
2024-10-14 00:00:00,10.2,7.1,12.2,4.3,,,12.4,32,1015.1,18
2024-10-15 00:00:00,13.8,10.7,18.1,5.1,,,13.7,32,1013.8,24
2024-10-16 00:00:00,17.5,14.2,21.5,0.8,,,16.2,41,1002.5,57
2024-10-17 00:00:00,15.2,11.6,19.5,2,,,12.7,32,1009,241
2024-10-18 00:00:00,11.7,8.6,17.6,0.3,,,9,32,1014.3,197
2024-10-19 00:00:00,14.1,11.4,17.7,4.8,,,15.2,52,1011.1,214
2024-10-20 00:00:00,14.3,10.6,18,1.8,,,22.2,58,1010.6,4
2024-10-21 00:00:00,12.5,11.1,15.5,1.3,,,14.8,33,1020.2,40
2024-10-22 00:00:00,11.8,7.9,17.9,0,,,10.9,31,1027.8,172
2024-10-23 00:00:00,13,10.1,17.6,0.3,,,11.2,29,1031.2,181
2024-10-24 00:00:00,12.6,7.9,18.4,0,,,14.9,39,1019.8,355
2024-10-25 00:00:00,13.5,12.4,16.5,0,,,9.9,30,1013.7,4
2024-10-26 00:00:00,11.8,9,15,1,,,5.1,17,1016.2,40
2024-10-27 00:00:00,11,6.4,15.9,0,,,8,29,1021.5,375
2024-10-28 00:00:00,13.6,10.9,15.4,0.3,,,16.2,35,1021.7,0
2024-10-29 00:00:00,13.8,12.5,15.5,0.5,,,7.4,24,1024.4,23
2024-10-30 00:00:00,12.8,9.4,14.7,0,,,5.2,14,1028.9,59
2024-10-31 00:00:00,11.9,8.1,14.7,0,,,4.4,16,1027.3,61
2024-11-01 00:00:00,11.9,11.2,13.6,0,,,8.5,25,1025.5,99
2024-11-02 00:00:00,12.8,11.6,14.8,0,,,11.6,33,1030,24
2024-11-03 00:00:00,11.8,11.1,13.2,0,,,12.1,29,1028.4,25
2024-11-04 00:00:00,10.7,9.2,12.6,0,,,8,23,1025.4,58
2024-11-05 00:00:00,10.2,8.7,11.5,0,,,4.8,17,1023.5,75
2024-11-06 00:00:00,9.8,9,11.2,0,,,4.9,18,1030.6,23
2024-11-07 00:00:00,9.9,9.3,12.2,0,,,10.1,25,1030.6,13
2024-11-08 00:00:00,8.7,8.2,9.7,0,,,10.3,25,1025.7,25
2024-11-09 00:00:00,8.1,7.5,9.3,0,,,4.9,16,1024.5,20
2024-11-10 00:00:00,8.8,6.8,12.2,0,,,6.1,16,1028.2,0
2024-11-11 00:00:00,9.9,5.3,12.3,0.5,,,7.9,23,1035,179
2024-11-12 00:00:00,8.9,4.8,12.9,0,,,13.7,44,1035.9,173
2024-11-13 00:00:00,9.2,6.5,12.7,0,,,7.5,23,1035.2,128
2024-11-14 00:00:00,10.1,6.2,13.1,0,,,9,29,1031.8,46
2024-11-15 00:00:00,8.1,4.6,10.6,0,,,6.2,20,1027.7,148
2024-11-16 00:00:00,8.2,3.4,11.5,0,,,10.1,28,1019.1,8
2024-11-17 00:00:00,8.3,6.6,11.4,0.3,,,15.8,44,1014.9,59
2024-11-18 00:00:00,7.9,7.1,9.5,12,,,7,30,1009.5,6
2024-11-19 00:00:00,4.4,1.3,11.7,10.1,,,12.2,46,998.8,2
2024-11-20 00:00:00,1.8,-1.1,5.3,0,,,13.4,41,1009.6,253
2024-11-21 00:00:00,0.8,-0.7,3.6,0,,,9.2,27,1002.1,101
2024-11-22 00:00:00,3.9,-0.6,8.1,0,,,18.5,47,1008.1,207
2024-11-23 00:00:00,8.8,0.6,15,1.3,,,25.3,62,1003.2,0
2024-11-24 00:00:00,15.8,11.5,18,7.1,,,36.6,83,994.7,1
2024-11-25 00:00:00,9.8,6.9,16.1,9.4,,,20.7,55,1001.6,211
2024-11-26 00:00:00,7.3,5.7,10.8,0,,,11.2,27,1015,225
2024-11-27 00:00:00,6.2,2,8.2,16.3,,,11.6,35,1013.2,35
