date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-11-28 00:00:00,2.4,-1.1,7.6,4.1,,,5.3,17,1028,193
2024-11-29 00:00:00,6.2,1.6,10.9,0.3,,,14.1,36,1025.9,156
2024-11-30 00:00:00,11.7,6.2,14.8,0.3,,,13,33,1023.1,10
2024-12-01 00:00:00,12,10.4,13.9,2.4,,,16.9,38,1014.2,39
2024-12-02 00:00:00,9.6,7.3,12.8,2.3,,,17.1,40,1013.4,118
2024-12-03 00:00:00,5.7,4.3,8.7,0,,,5.8,20,1022.8,78
2024-12-04 00:00:00,6.3,1.9,10.2,0.5,,,10,36,1024.3,29
2024-12-05 00:00:00,12.1,8.9,14.6,3.6,,,26.6,68,1007.8,26
2024-12-06 00:00:00,8.2,5.3,13.6,4.1,,,20,50,1013.3,116
2024-12-07 00:00:00,8.4,6.4,13.2,1.5,,,38.8,84,995,6
2024-12-08 00:00:00,7,5.9,8.4,5.3,,,24.6,50,1017,10
2024-12-09 00:00:00,7.4,6.8,8.4,3.3,,,20.1,35.2,1030.5,56
2024-12-10 00:00:00,6.7,6.5,8,0,,,20.2,27.8,1032.6,11
2024-12-11 00:00:00,6.3,5.8,7.3,0,,,15.6,20.4,1032.6,31
2024-12-12 00:00:00,6.7,4.5,7.8,0.2,,,7.9,21,1031.2,46
2024-12-13 00:00:00,5.2,3.8,7.8,0.3,,,8.8,19,1025.6,2
2024-12-14 00:00:00,6.1,3.8,8.2,0.5,,,12.3,28,1022.9,120
2024-12-15 00:00:00,10,4.4,12.5,0.3,,,19.7,45,1027.6,33
2024-12-16 00:00:00,10.5,8.2,11.3,0,,,21.8,50,1030.9,21
2024-12-17 00:00:00,8.3,3.5,10.6,0,,,13.4,40,1023.4,0
2024-12-18 00:00:00,12.4,8.6,14.3,1.8,,,26.9,59,1006.1,37
2024-12-19 00:00:00,6.8,4.2,13.7,2,,,20.8,60,1008,190
2024-12-20 00:00:00,5.6,1.3,9.6,0,,,16.1,41,1019,30
2024-12-21 00:00:00,8.7,4.4,12.2,0.8,,,24.3,57,1011.2,3
2024-12-22 00:00:00,6.1,3.9,10,1,,,28.3,64,1007.2,154
2024-12-23 00:00:00,5.7,3.8,7.5,0,,,14.5,50,1022.8,56
2024-12-24 00:00:00,9.4,5.9,11.8,0.3,,,12.1,32,1026.1,15
2024-12-25 00:00:00,9,8.2,11.5,0,,,9.9,24,1032.8,55
2024-12-26 00:00:00,6.2,5.5,9.3,0.3,,,5.3,17,1034.9,56
2024-12-27 00:00:00,5.8,5.3,6.4,0,,,4.4,13,1033,49
2024-12-28 00:00:00,4.7,3.6,6.1,0,,,7.3,20,1029.4,29
2024-12-29 00:00:00,5.1,2.7,8.4,0.3,,,11.6,27,1030.1,9
2024-12-30 00:00:00,8.3,6.9,9,0,,,20.3,39,1028,79
2024-12-31 00:00:00,10.2,6.5,12.1,0,,,25.8,68,1020.3,24
